index, name                                                   , type      , volume-mm3 
54  , ctx-rh-caudalmiddlefrontal_1                           , cortical  ,     1017.0 
55  , ctx-rh-caudalmiddlefrontal_2                           , cortical  ,     1586.0 
56  , ctx-rh-caudalmiddlefrontal_3                           , cortical  ,     1042.0 
57  , ctx-rh-caudalmiddlefrontal_4                           , cortical  ,     1846.0 
58  , ctx-rh-caudalmiddlefrontal_5                           , cortical  ,     2037.0 
59  , ctx-rh-precentral_1                                    , cortical  ,      572.0 
60  , ctx-rh-precentral_2                                    , cortical  ,     1073.0 
61  , ctx-rh-precentral_3                                    , cortical  ,      397.0 
62  , ctx-rh-precentral_4                                    , cortical  ,     1374.0 
63  , ctx-rh-precentral_5                                    , cortical  ,     1014.0 
64  , ctx-rh-precentral_6                                    , cortical  ,     1081.0 
65  , ctx-rh-precentral_7                                    , cortical  ,      595.0 
66  , ctx-rh-precentral_8                                    , cortical  ,      826.0 
67  , ctx-rh-precentral_9                                    , cortical  ,      952.0 
68  , ctx-rh-precentral_10                                   , cortical  ,     1331.0 
69  , ctx-rh-precentral_11                                   , cortical  ,      545.0 
70  , ctx-rh-precentral_12                                   , cortical  ,     1659.0 
71  , ctx-rh-precentral_13                                   , cortical  ,     1732.0 
72  , ctx-rh-precentral_14                                   , cortical  ,     1185.0 
73  , ctx-rh-precentral_15                                   , cortical  ,      671.0 
74  , ctx-rh-precentral_16                                   , cortical  ,     1037.0 
75  , ctx-rh-paracentral_1                                   , cortical  ,      561.0 
76  , ctx-rh-paracentral_2                                   , cortical  ,      810.0 
77  , ctx-rh-paracentral_3                                   , cortical  ,      996.0 
78  , ctx-rh-paracentral_4                                   , cortical  ,      995.0 
79  , ctx-rh-paracentral_5                                   , cortical  ,      816.0 
80  , ctx-rh-paracentral_6                                   , cortical  ,      458.0 
81  , ctx-rh-rostralanteriorcingulate_1                      , cortical  ,     1255.0 
82  , ctx-rh-rostralanteriorcingulate_2                      , cortical  ,     1240.0 
83  , ctx-rh-caudalanteriorcingulate_1                       , cortical  ,      856.0 
84  , ctx-rh-caudalanteriorcingulate_2                       , cortical  ,     1108.0 
85  , ctx-rh-caudalanteriorcingulate_3                       , cortical  ,      795.0 
86  , ctx-rh-posteriorcingulate_1                            , cortical  ,      892.0 
87  , ctx-rh-posteriorcingulate_2                            , cortical  ,     1120.0 
88  , ctx-rh-posteriorcingulate_3                            , cortical  ,      740.0 
89  , ctx-rh-posteriorcingulate_4                            , cortical  ,     1036.0 
90  , ctx-rh-isthmuscingulate_1                              , cortical  ,     1543.0 
91  , ctx-rh-isthmuscingulate_2                              , cortical  ,     1426.0 
92  , ctx-rh-postcentral_1                                   , cortical  ,      904.0 
93  , ctx-rh-postcentral_2                                   , cortical  ,     1064.0 
94  , ctx-rh-postcentral_3                                   , cortical  ,      558.0 
95  , ctx-rh-postcentral_4                                   , cortical  ,      897.0 
96  , ctx-rh-postcentral_5                                   , cortical  ,      299.0 
97  , ctx-rh-postcentral_6                                   , cortical  ,      928.0 
98  , ctx-rh-postcentral_7                                   , cortical  ,      853.0 
99  , ctx-rh-postcentral_8                                   , cortical  ,      646.0 
100 , ctx-rh-postcentral_9                                   , cortical  ,      914.0 
101 , ctx-rh-postcentral_10                                  , cortical  ,      469.0 
102 , ctx-rh-postcentral_11                                  , cortical  ,      811.0 
103 , ctx-rh-postcentral_12                                  , cortical  ,      895.0 
104 , ctx-rh-supramarginal_1                                 , cortical  ,      487.0 
105 , ctx-rh-supramarginal_2                                 , cortical  ,      994.0 
106 , ctx-rh-supramarginal_3                                 , cortical  ,     1717.0 
107 , ctx-rh-supramarginal_4                                 , cortical  ,     1615.0 
108 , ctx-rh-supramarginal_5                                 , cortical  ,     1499.0 
109 , ctx-rh-supramarginal_6                                 , cortical  ,     1085.0 
110 , ctx-rh-supramarginal_7                                 , cortical  ,     1336.0 
111 , ctx-rh-supramarginal_8                                 , cortical  ,     1089.0 
112 , ctx-rh-supramarginal_9                                 , cortical  ,      769.0 
113 , ctx-rh-superiorparietal_1                              , cortical  ,     1108.0 
114 , ctx-rh-superiorparietal_2                              , cortical  ,     1184.0 
115 , ctx-rh-superiorparietal_3                              , cortical  ,     1115.0 
116 , ctx-rh-superiorparietal_4                              , cortical  ,      889.0 
117 , ctx-rh-superiorparietal_5                              , cortical  ,     1840.0 
118 , ctx-rh-superiorparietal_6                              , cortical  ,     1714.0 
119 , ctx-rh-superiorparietal_7                              , cortical  ,     1467.0 
120 , ctx-rh-superiorparietal_8                              , cortical  ,     1446.0 
121 , ctx-rh-superiorparietal_9                              , cortical  ,     1341.0 
122 , ctx-rh-superiorparietal_10                             , cortical  ,      693.0 
123 , ctx-rh-superiorparietal_11                             , cortical  ,     1534.0 
124 , ctx-rh-superiorparietal_12                             , cortical  ,      954.0 
125 , ctx-rh-superiorparietal_13                             , cortical  ,     1238.0 
126 , ctx-rh-inferiorparietal_1                              , cortical  ,     1133.0 
127 , ctx-rh-inferiorparietal_2                              , cortical  ,     1760.0 
128 , ctx-rh-inferiorparietal_3                              , cortical  ,     1526.0 
129 , ctx-rh-inferiorparietal_4                              , cortical  ,     2269.0 
130 , ctx-rh-inferiorparietal_5                              , cortical  ,     1036.0 
131 , ctx-rh-inferiorparietal_6                              , cortical  ,     1511.0 
132 , ctx-rh-inferiorparietal_7                              , cortical  ,      915.0 
133 , ctx-rh-inferiorparietal_8                              , cortical  ,     1069.0 
134 , ctx-rh-inferiorparietal_9                              , cortical  ,     1550.0 
135 , ctx-rh-inferiorparietal_10                             , cortical  ,     2069.0 
136 , ctx-rh-inferiorparietal_11                             , cortical  ,     1589.0 
137 , ctx-rh-inferiorparietal_12                             , cortical  ,     1364.0 
138 , ctx-rh-precuneus_1                                     , cortical  ,      674.0 
139 , ctx-rh-precuneus_2                                     , cortical  ,      763.0 
140 , ctx-rh-precuneus_3                                     , cortical  ,      895.0 
141 , ctx-rh-precuneus_4                                     , cortical  ,     1001.0 
142 , ctx-rh-precuneus_5                                     , cortical  ,     1281.0 
143 , ctx-rh-precuneus_6                                     , cortical  ,     1341.0 
144 , ctx-rh-precuneus_7                                     , cortical  ,      914.0 
145 , ctx-rh-precuneus_8                                     , cortical  ,     2181.0 
146 , ctx-rh-precuneus_9                                     , cortical  ,     1943.0 
147 , ctx-rh-precuneus_10                                    , cortical  ,     1188.0 
148 , ctx-rh-cuneus_1                                        , cortical  ,      682.0 
149 , ctx-rh-cuneus_2                                        , cortical  ,      729.0 
150 , ctx-rh-cuneus_3                                        , cortical  ,      881.0 
151 , ctx-rh-cuneus_4                                        , cortical  ,      864.0 
152 , ctx-rh-pericalcarine_1                                 , cortical  ,      697.0 
153 , ctx-rh-pericalcarine_2                                 , cortical  ,      714.0 
154 , ctx-rh-pericalcarine_3                                 , cortical  ,      530.0 
155 , ctx-rh-pericalcarine_4                                 , cortical  ,      568.0 
156 , ctx-rh-lateraloccipital_1                              , cortical  ,      810.0 
157 , ctx-rh-lateraloccipital_2                              , cortical  ,      990.0 
158 , ctx-rh-lateraloccipital_3                              , cortical  ,     1400.0 
159 , ctx-rh-lateraloccipital_4                              , cortical  ,     1502.0 
160 , ctx-rh-lateraloccipital_5                              , cortical  ,     1652.0 
161 , ctx-rh-lateraloccipital_6                              , cortical  ,      833.0 
162 , ctx-rh-lateraloccipital_7                              , cortical  ,     2000.0 
163 , ctx-rh-lateraloccipital_8                              , cortical  ,     2207.0 
164 , ctx-rh-lateraloccipital_9                              , cortical  ,     2150.0 
165 , ctx-rh-lateraloccipital_10                             , cortical  ,     1678.0 
166 , ctx-rh-lingual_1                                       , cortical  ,     1234.0 
167 , ctx-rh-lingual_2                                       , cortical  ,     1373.0 
168 , ctx-rh-lingual_3                                       , cortical  ,      923.0 
169 , ctx-rh-lingual_4                                       , cortical  ,      722.0 
170 , ctx-rh-lingual_5                                       , cortical  ,      779.0 
171 , ctx-rh-lingual_6                                       , cortical  ,     1110.0 
172 , ctx-rh-lingual_7                                       , cortical  ,      897.0 
173 , ctx-rh-fusiform_1                                      , cortical  ,     1518.0 
174 , ctx-rh-fusiform_2                                      , cortical  ,      732.0 
175 , ctx-rh-fusiform_3                                      , cortical  ,     2209.0 
176 , ctx-rh-fusiform_4                                      , cortical  ,     1367.0 
177 , ctx-rh-fusiform_5                                      , cortical  ,      774.0 
178 , ctx-rh-fusiform_6                                      , cortical  ,     2004.0 
179 , ctx-rh-fusiform_7                                      , cortical  ,     1221.0 
180 , ctx-rh-fusiform_8                                      , cortical  ,     2698.0 
181 , ctx-rh-parahippocampal_1                               , cortical  ,      893.0 
182 , ctx-rh-parahippocampal_2                               , cortical  ,      294.0 
183 , ctx-rh-parahippocampal_3                               , cortical  ,      768.0 
184 , ctx-rh-entorhinal_1                                    , cortical  ,     1729.0 
185 , ctx-rh-temporalpole_1                                  , cortical  ,     2783.0 
186 , ctx-rh-inferiortemporal_1                              , cortical  ,     1140.0 
187 , ctx-rh-inferiortemporal_2                              , cortical  ,     1474.0 
188 , ctx-rh-inferiortemporal_3                              , cortical  ,     1113.0 
189 , ctx-rh-inferiortemporal_4                              , cortical  ,     1485.0 
190 , ctx-rh-inferiortemporal_5                              , cortical  ,     2513.0 
191 , ctx-rh-inferiortemporal_6                              , cortical  ,     1987.0 
192 , ctx-rh-inferiortemporal_7                              , cortical  ,     2196.0 
193 , ctx-rh-middletemporal_1                                , cortical  ,     1781.0 
194 , ctx-rh-middletemporal_2                                , cortical  ,     1595.0 
195 , ctx-rh-middletemporal_3                                , cortical  ,     1443.0 
196 , ctx-rh-middletemporal_4                                , cortical  ,      681.0 
197 , ctx-rh-middletemporal_5                                , cortical  ,     1252.0 
198 , ctx-rh-middletemporal_6                                , cortical  ,     1461.0 
199 , ctx-rh-middletemporal_7                                , cortical  ,     2093.0 
200 , ctx-rh-middletemporal_8                                , cortical  ,     1100.0 
201 , ctx-rh-middletemporal_9                                , cortical  ,     1097.0 
202 , ctx-rh-bankssts_1                                      , cortical  ,      688.0 
203 , ctx-rh-bankssts_2                                      , cortical  ,      712.0 
204 , ctx-rh-bankssts_3                                      , cortical  ,     1311.0 
205 , ctx-rh-superiortemporal_1                              , cortical  ,      691.0 
206 , ctx-rh-superiortemporal_2                              , cortical  ,     1638.0 
207 , ctx-rh-superiortemporal_3                              , cortical  ,      765.0 
208 , ctx-rh-superiortemporal_4                              , cortical  ,     1391.0 
209 , ctx-rh-superiortemporal_5                              , cortical  ,     1193.0 
210 , ctx-rh-superiortemporal_6                              , cortical  ,     1507.0 
211 , ctx-rh-superiortemporal_7                              , cortical  ,      719.0 
212 , ctx-rh-superiortemporal_8                              , cortical  ,     1999.0 
213 , ctx-rh-superiortemporal_9                              , cortical  ,      553.0 
214 , ctx-rh-superiortemporal_10                             , cortical  ,      612.0 
215 , ctx-rh-superiortemporal_11                             , cortical  ,     1761.0 
216 , ctx-rh-transversetemporal_1                            , cortical  ,     1019.0 
217 , ctx-rh-insula_1                                        , cortical  ,      446.0 
218 , ctx-rh-insula_2                                        , cortical  ,     1048.0 
219 , ctx-rh-insula_3                                        , cortical  ,      571.0 
220 , ctx-rh-insula_4                                        , cortical  ,     1230.0 
221 , ctx-rh-insula_5                                        , cortical  ,      976.0 
222 , ctx-rh-insula_6                                        , cortical  ,     2395.0 
223 , ctx-rh-insula_7                                        , cortical  ,      589.0 
224 , Right-Pulvinar                                         , subcortical,        0.0 
225 , Right-Anterior                                         , subcortical,        0.0 
226 , Right-Medio_Dorsal                                     , subcortical,        0.0 
227 , Right-Ventral_Latero_Dorsal                            , subcortical,        0.0 
228 , Right-Central_Lateral-Lateral_Posterior-Medial_Pulvinar, subcortical,        0.0 
229 , Right-Ventral_Anterior                                 , subcortical,        0.0 
230 , Right-Ventral_Latero_Ventral                           , subcortical,        0.0 
231 , Right-Thalamus_Proper                                  , subcortical,     9506.0 
232 , Right-Caudate                                          , subcortical,     4687.0 
233 , Right-Putamen                                          , subcortical,     6227.0 
234 , Right-Pallidum                                         , subcortical,     2531.0 
235 , Right-Accumbens_area                                   , subcortical,      677.0 
236 , Right-Hippocampus                                      , subcortical,     5423.0 
237 , Right-Amygdala                                         , subcortical,     2018.0 
238 , Right-VentralDC                                        , subcortical,     5614.0 
239 , ctx-lh-lateralorbitofrontal_1                          , cortical  ,     1031.0 
240 , ctx-lh-lateralorbitofrontal_2                          , cortical  ,      922.0 
241 , ctx-lh-lateralorbitofrontal_3                          , cortical  ,     1839.0 
242 , ctx-lh-lateralorbitofrontal_4                          , cortical  ,      967.0 
243 , ctx-lh-lateralorbitofrontal_5                          , cortical  ,      849.0 
244 , ctx-lh-lateralorbitofrontal_6                          , cortical  ,     1281.0 
245 , ctx-lh-lateralorbitofrontal_7                          , cortical  ,     1662.0 
246 , ctx-lh-parsorbitalis_1                                 , cortical  ,     1921.0 
247 , ctx-lh-parsorbitalis_2                                 , cortical  ,      873.0 
248 , ctx-lh-frontalpole_1                                   , cortical  ,     1074.0 
249 , ctx-lh-medialorbitofrontal_1                           , cortical  ,     1260.0 
250 , ctx-lh-medialorbitofrontal_2                           , cortical  ,     1339.0 
251 , ctx-lh-medialorbitofrontal_3                           , cortical  ,      802.0 
252 , ctx-lh-medialorbitofrontal_4                           , cortical  ,      629.0 
253 , ctx-lh-medialorbitofrontal_5                           , cortical  ,      904.0 
254 , ctx-lh-parstriangularis_1                              , cortical  ,      605.0 
255 , ctx-lh-parstriangularis_2                              , cortical  ,      999.0 
256 , ctx-lh-parstriangularis_3                              , cortical  ,     1936.0 
257 , ctx-lh-parstriangularis_4                              , cortical  ,      954.0 
258 , ctx-lh-parsopercularis_1                               , cortical  ,     2409.0 
259 , ctx-lh-parsopercularis_2                               , cortical  ,      711.0 
260 , ctx-lh-parsopercularis_3                               , cortical  ,     1970.0 
261 , ctx-lh-parsopercularis_4                               , cortical  ,      837.0 
262 , ctx-lh-rostralmiddlefrontal_1                          , cortical  ,     2365.0 
263 , ctx-lh-rostralmiddlefrontal_2                          , cortical  ,     1877.0 
264 , ctx-lh-rostralmiddlefrontal_3                          , cortical  ,     1206.0 
265 , ctx-lh-rostralmiddlefrontal_4                          , cortical  ,     1921.0 
266 , ctx-lh-rostralmiddlefrontal_5                          , cortical  ,     1300.0 
267 , ctx-lh-rostralmiddlefrontal_6                          , cortical  ,     1507.0 
268 , ctx-lh-rostralmiddlefrontal_7                          , cortical  ,     1497.0 
269 , ctx-lh-rostralmiddlefrontal_8                          , cortical  ,      871.0 
270 , ctx-lh-rostralmiddlefrontal_9                          , cortical  ,     1276.0 
271 , ctx-lh-rostralmiddlefrontal_10                         , cortical  ,     1161.0 
272 , ctx-lh-rostralmiddlefrontal_11                         , cortical  ,      593.0 
273 , ctx-lh-rostralmiddlefrontal_12                         , cortical  ,     1303.0 
274 , ctx-lh-rostralmiddlefrontal_13                         , cortical  ,     2272.0 
275 , ctx-lh-superiorfrontal_1                               , cortical  ,     1797.0 
276 , ctx-lh-superiorfrontal_2                               , cortical  ,      937.0 
277 , ctx-lh-superiorfrontal_3                               , cortical  ,     1150.0 
278 , ctx-lh-superiorfrontal_4                               , cortical  ,     1641.0 
279 , ctx-lh-superiorfrontal_5                               , cortical  ,     1382.0 
280 , ctx-lh-superiorfrontal_6                               , cortical  ,     1561.0 
281 , ctx-lh-superiorfrontal_7                               , cortical  ,      639.0 
282 , ctx-lh-superiorfrontal_8                               , cortical  ,     2414.0 
283 , ctx-lh-superiorfrontal_9                               , cortical  ,     1782.0 
284 , ctx-lh-superiorfrontal_10                              , cortical  ,     1231.0 
285 , ctx-lh-superiorfrontal_11                              , cortical  ,     1535.0 
286 , ctx-lh-superiorfrontal_12                              , cortical  ,     1632.0 
287 , ctx-lh-superiorfrontal_13                              , cortical  ,     1465.0 
288 , ctx-lh-superiorfrontal_14                              , cortical  ,      925.0 
289 , ctx-lh-superiorfrontal_15                              , cortical  ,     1450.0 
290 , ctx-lh-superiorfrontal_16                              , cortical  ,     1856.0 
291 , ctx-lh-superiorfrontal_17                              , cortical  ,     2978.0 
292 , ctx-lh-caudalmiddlefrontal_1                           , cortical  ,     1420.0 
293 , ctx-lh-caudalmiddlefrontal_2                           , cortical  ,     2138.0 
294 , ctx-lh-caudalmiddlefrontal_3                           , cortical  ,      967.0 
295 , ctx-lh-caudalmiddlefrontal_4                           , cortical  ,     1893.0 
296 , ctx-lh-caudalmiddlefrontal_5                           , cortical  ,     1990.0 
297 , ctx-lh-precentral_1                                    , cortical  ,      642.0 
298 , ctx-lh-precentral_2                                    , cortical  ,     1047.0 
299 , ctx-lh-precentral_3                                    , cortical  ,      541.0 
300 , ctx-lh-precentral_4                                    , cortical  ,     1269.0 
301 , ctx-lh-precentral_5                                    , cortical  ,     1159.0 
302 , ctx-lh-precentral_6                                    , cortical  ,     1280.0 
303 , ctx-lh-precentral_7                                    , cortical  ,      556.0 
304 , ctx-lh-precentral_8                                    , cortical  ,      924.0 
305 , ctx-lh-precentral_9                                    , cortical  ,     1335.0 
306 , ctx-lh-precentral_10                                   , cortical  ,     1570.0 
307 , ctx-lh-precentral_11                                   , cortical  ,      444.0 
308 , ctx-lh-precentral_12                                   , cortical  ,     1561.0 
309 , ctx-lh-precentral_13                                   , cortical  ,     1270.0 
310 , ctx-lh-precentral_14                                   , cortical  ,     1363.0 
311 , ctx-lh-precentral_15                                   , cortical  ,      491.0 
312 , ctx-lh-precentral_16                                   , cortical  ,     1263.0 
313 , ctx-lh-paracentral_1                                   , cortical  ,      755.0 
314 , ctx-lh-paracentral_2                                   , cortical  ,      760.0 
315 , ctx-lh-paracentral_3                                   , cortical  ,      725.0 
316 , ctx-lh-paracentral_4                                   , cortical  ,      755.0 
317 , ctx-lh-paracentral_5                                   , cortical  ,      810.0 
318 , ctx-lh-paracentral_6                                   , cortical  ,      400.0 
319 , ctx-lh-rostralanteriorcingulate_1                      , cortical  ,     1814.0 
320 , ctx-lh-rostralanteriorcingulate_2                      , cortical  ,     1216.0 
321 , ctx-lh-caudalanteriorcingulate_1                       , cortical  ,      532.0 
322 , ctx-lh-caudalanteriorcingulate_2                       , cortical  ,      751.0 
323 , ctx-lh-caudalanteriorcingulate_3                       , cortical  ,      788.0 
324 , ctx-lh-posteriorcingulate_1                            , cortical  ,      664.0 
325 , ctx-lh-posteriorcingulate_2                            , cortical  ,     1060.0 
326 , ctx-lh-posteriorcingulate_3                            , cortical  ,      803.0 
327 , ctx-lh-posteriorcingulate_4                            , cortical  ,     1113.0 
328 , ctx-lh-isthmuscingulate_1                              , cortical  ,     1486.0 
329 , ctx-lh-isthmuscingulate_2                              , cortical  ,     1309.0 
330 , ctx-lh-postcentral_1                                   , cortical  ,      764.0 
331 , ctx-lh-postcentral_2                                   , cortical  ,     1055.0 
332 , ctx-lh-postcentral_3                                   , cortical  ,      828.0 
333 , ctx-lh-postcentral_4                                   , cortical  ,     1098.0 
334 , ctx-lh-postcentral_5                                   , cortical  ,      331.0 
335 , ctx-lh-postcentral_6                                   , cortical  ,     1116.0 
336 , ctx-lh-postcentral_7                                   , cortical  ,      962.0 
337 , ctx-lh-postcentral_8                                   , cortical  ,      774.0 
338 , ctx-lh-postcentral_9                                   , cortical  ,     1492.0 
339 , ctx-lh-postcentral_10                                  , cortical  ,      525.0 
340 , ctx-lh-postcentral_11                                  , cortical  ,     1169.0 
341 , ctx-lh-postcentral_12                                  , cortical  ,     1134.0 
342 , ctx-lh-supramarginal_1                                 , cortical  ,      611.0 
343 , ctx-lh-supramarginal_2                                 , cortical  ,     1367.0 
344 , ctx-lh-supramarginal_3                                 , cortical  ,     1843.0 
345 , ctx-lh-supramarginal_4                                 , cortical  ,     2167.0 
346 , ctx-lh-supramarginal_5                                 , cortical  ,     2627.0 
347 , ctx-lh-supramarginal_6                                 , cortical  ,     2002.0 
348 , ctx-lh-supramarginal_7                                 , cortical  ,     1541.0 
349 , ctx-lh-supramarginal_8                                 , cortical  ,      941.0 
350 , ctx-lh-supramarginal_9                                 , cortical  ,      447.0 
351 , ctx-lh-superiorparietal_1                              , cortical  ,      986.0 
352 , ctx-lh-superiorparietal_2                              , cortical  ,     1023.0 
353 , ctx-lh-superiorparietal_3                              , cortical  ,      605.0 
354 , ctx-lh-superiorparietal_4                              , cortical  ,     1529.0 
355 , ctx-lh-superiorparietal_5                              , cortical  ,     1283.0 
356 , ctx-lh-superiorparietal_6                              , cortical  ,     1670.0 
357 , ctx-lh-superiorparietal_7                              , cortical  ,     1371.0 
358 , ctx-lh-superiorparietal_8                              , cortical  ,      449.0 
359 , ctx-lh-superiorparietal_9                              , cortical  ,     1374.0 
360 , ctx-lh-superiorparietal_10                             , cortical  ,      502.0 
361 , ctx-lh-superiorparietal_11                             , cortical  ,     1169.0 
362 , ctx-lh-superiorparietal_12                             , cortical  ,      775.0 
363 , ctx-lh-superiorparietal_13                             , cortical  ,     1427.0 
364 , ctx-lh-inferiorparietal_1                              , cortical  ,      703.0 
365 , ctx-lh-inferiorparietal_2                              , cortical  ,     1263.0 
366 , ctx-lh-inferiorparietal_3                              , cortical  ,     1751.0 
367 , ctx-lh-inferiorparietal_4                              , cortical  ,     1372.0 
368 , ctx-lh-inferiorparietal_5                              , cortical  ,      974.0 
369 , ctx-lh-inferiorparietal_6                              , cortical  ,      802.0 
370 , ctx-lh-inferiorparietal_7                              , cortical  ,     1097.0 
371 , ctx-lh-inferiorparietal_8                              , cortical  ,     1219.0 
372 , ctx-lh-inferiorparietal_9                              , cortical  ,     1416.0 
373 , ctx-lh-inferiorparietal_10                             , cortical  ,      589.0 
374 , ctx-lh-inferiorparietal_11                             , cortical  ,     1117.0 
375 , ctx-lh-inferiorparietal_12                             , cortical  ,     1442.0 
376 , ctx-lh-precuneus_1                                     , cortical  ,      465.0 
377 , ctx-lh-precuneus_2                                     , cortical  ,      691.0 
378 , ctx-lh-precuneus_3                                     , cortical  ,      902.0 
379 , ctx-lh-precuneus_4                                     , cortical  ,      654.0 
380 , ctx-lh-precuneus_5                                     , cortical  ,     1542.0 
381 , ctx-lh-precuneus_6                                     , cortical  ,     1172.0 
382 , ctx-lh-precuneus_7                                     , cortical  ,     1007.0 
383 , ctx-lh-precuneus_8                                     , cortical  ,     2198.0 
384 , ctx-lh-precuneus_9                                     , cortical  ,     1636.0 
385 , ctx-lh-precuneus_10                                    , cortical  ,     1319.0 
386 , ctx-lh-cuneus_1                                        , cortical  ,      569.0 
387 , ctx-lh-cuneus_2                                        , cortical  ,      593.0 
388 , ctx-lh-cuneus_3                                        , cortical  ,      910.0 
389 , ctx-lh-cuneus_4                                        , cortical  ,      772.0 
390 , ctx-lh-pericalcarine_1                                 , cortical  ,      965.0 
391 , ctx-lh-pericalcarine_2                                 , cortical  ,      605.0 
392 , ctx-lh-pericalcarine_3                                 , cortical  ,      631.0 
393 , ctx-lh-pericalcarine_4                                 , cortical  ,      697.0 
394 , ctx-lh-lateraloccipital_1                              , cortical  ,     1358.0 
395 , ctx-lh-lateraloccipital_2                              , cortical  ,      999.0 
396 , ctx-lh-lateraloccipital_3                              , cortical  ,     1047.0 
397 , ctx-lh-lateraloccipital_4                              , cortical  ,     1599.0 
398 , ctx-lh-lateraloccipital_5                              , cortical  ,     1016.0 
399 , ctx-lh-lateraloccipital_6                              , cortical  ,      943.0 
400 , ctx-lh-lateraloccipital_7                              , cortical  ,     1296.0 
401 , ctx-lh-lateraloccipital_8                              , cortical  ,     2094.0 
402 , ctx-lh-lateraloccipital_9                              , cortical  ,     2225.0 
403 , ctx-lh-lateraloccipital_10                             , cortical  ,     2454.0 
404 , ctx-lh-lingual_1                                       , cortical  ,     1201.0 
405 , ctx-lh-lingual_2                                       , cortical  ,      770.0 
406 , ctx-lh-lingual_3                                       , cortical  ,     1040.0 
407 , ctx-lh-lingual_4                                       , cortical  ,      836.0 
408 , ctx-lh-lingual_5                                       , cortical  ,      801.0 
409 , ctx-lh-lingual_6                                       , cortical  ,     1237.0 
