index, name                                                   , type      , volume-mm3 
54  , ctx-lh-parstriangularis                                , cortical  ,     4494.0 
55  , ctx-lh-parsopercularis                                 , cortical  ,     5927.0 
56  , ctx-lh-rostralmiddlefrontal                            , cortical  ,    19149.0 
57  , ctx-lh-superiorfrontal                                 , cortical  ,    26375.0 
58  , ctx-lh-caudalmiddlefrontal                             , cortical  ,     8408.0 
59  , ctx-lh-precentral                                      , cortical  ,    16715.0 
60  , ctx-lh-paracentral                                     , cortical  ,     4205.0 
61  , ctx-lh-rostralanteriorcingulate                        , cortical  ,     3039.0 
62  , ctx-lh-caudalanteriorcingulate                         , cortical  ,     2071.0 
63  , ctx-lh-posteriorcingulate                              , cortical  ,     3642.0 
64  , ctx-lh-isthmuscingulate                                , cortical  ,     2795.0 
65  , ctx-lh-postcentral                                     , cortical  ,    11248.0 
66  , ctx-lh-supramarginal                                   , cortical  ,    13546.0 
67  , ctx-lh-superiorparietal                                , cortical  ,    14163.0 
68  , ctx-lh-inferiorparietal                                , cortical  ,    13745.0 
69  , ctx-lh-precuneus                                       , cortical  ,    11586.0 
70  , ctx-lh-cuneus                                          , cortical  ,     2844.0 
71  , ctx-lh-pericalcarine                                   , cortical  ,     2898.0 
72  , ctx-lh-lateraloccipital                                , cortical  ,    15031.0 
73  , ctx-lh-lingual                                         , cortical  ,     6710.0 
74  , ctx-lh-fusiform                                        , cortical  ,    10369.0 
75  , ctx-lh-parahippocampal                                 , cortical  ,     1820.0 
76  , ctx-lh-entorhinal                                      , cortical  ,     2094.0 
77  , ctx-lh-temporalpole                                    , cortical  ,     2682.0 
78  , ctx-lh-inferiortemporal                                , cortical  ,    13377.0 
79  , ctx-lh-middletemporal                                  , cortical  ,    12981.0 
80  , ctx-lh-bankssts                                        , cortical  ,     2685.0 
81  , ctx-lh-superiortemporal                                , cortical  ,    13664.0 
82  , ctx-lh-transversetemporal                              , cortical  ,     1269.0 
83  , ctx-lh-insula                                          , cortical  ,     7418.0 
84  , Left-Pulvinar                                          , subcortical,        0.0 
85  , Left-Anterior                                          , subcortical,        0.0 
86  , Left-Medio_Dorsal                                      , subcortical,        0.0 
87  , Left-Ventral_Latero_Dorsal                             , subcortical,        0.0 
88  , Left-Central_Lateral-Lateral_Posterior-Medial_Pulvinar , subcortical,        0.0 
89  , Left-Ventral_Anterior                                  , subcortical,        0.0 
90  , Left-Ventral_Latero_Ventral                            , subcortical,        0.0 
91  , Left-Thalamus_Proper                                   , subcortical,    10034.0 
92  , Left-Caudate                                           , subcortical,     4499.0 
93  , Left-Putamen                                           , subcortical,     6187.0 
94  , Left-Pallidum                                          , subcortical,     2581.0 
95  , Left-Accumbens_area                                    , subcortical,      553.0 
96  , Left-Hippocampus                                       , subcortical,     5427.0 
97  , Left-Amygdala                                          , subcortical,     1870.0 
98  , Left-VentralDC                                         , subcortical,     5553.0 
99  , brainstem                                              , subcortical,    24749.0 
